Statut CE,Statut FR,Appellation,Dénomination,Produit,Catégorie générale,Sous Catégorie,Couleur,Sucrosité,Mention,Code INAO,url site
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Clos Faubard,Santenay premier cru Clos Faubard rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R280 03,http://www.inao.gouv.fr/produit/9999
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Clos Faubard,Santenay premier cru Clos Faubard blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B280 03,http://www.inao.gouv.fr/produit/9998
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Clos des Mouches,Santenay premier cru Clos des Mouches rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R280 06,http://www.inao.gouv.fr/produit/9997
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Clos des Mouches,Santenay premier cru Clos des Mouches blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B280 06,http://www.inao.gouv.fr/produit/9996
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Clos de Tavannes,Santenay premier cru Clos de Tavannes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R280 05,http://www.inao.gouv.fr/produit/9995
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Clos de Tavannes,Santenay premier cru Clos de Tavannes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B280 05,http://www.inao.gouv.fr/produit/9994
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru,Santenay premier cru blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B280,http://www.inao.gouv.fr/produit/9993
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Beaurepaire,Santenay premier cru Beaurepaire rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R280 02,http://www.inao.gouv.fr/produit/9992
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Beaurepaire,Santenay premier cru Beaurepaire blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B280 02,http://www.inao.gouv.fr/produit/9991
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Beauregard,Santenay premier cru Beauregard rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R280 01,http://www.inao.gouv.fr/produit/9990
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Santenay,Santenay premier cru Beauregard,Santenay premier cru Beauregard blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B280 01,http://www.inao.gouv.fr/produit/9989
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin ou Saint-Aubin Côte de Beaune,Saint-Aubin rouge ou Saint-Aubin Côte de Beaune,Vins,Vin tranquille,Rouge,Sec (usage),,1R426,http://www.inao.gouv.fr/produit/9988
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Village,Saint-Aubin premier cru Village rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 30,http://www.inao.gouv.fr/produit/9987
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Village,Saint-Aubin premier cru Village blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 30,http://www.inao.gouv.fr/produit/9986
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Vignes Moingeon,Saint-Aubin premier cru Vignes Moingeon rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 29,http://www.inao.gouv.fr/produit/9985
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Vignes Moingeon,Saint-Aubin premier cru Vignes Moingeon blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 29,http://www.inao.gouv.fr/produit/9984
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Sur le sentier du Clou,Saint-Aubin premier cru Sur le sentier du Clou rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 28,http://www.inao.gouv.fr/produit/9983
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Sur le sentier du Clou,Saint-Aubin premier cru Sur le sentier du Clou blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 28,http://www.inao.gouv.fr/produit/9982
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Sur Gamay,Saint-Aubin premier cru Sur Gamay rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 27,http://www.inao.gouv.fr/produit/9981
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Sur Gamay,Saint-Aubin premier cru Sur Gamay blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 27,http://www.inao.gouv.fr/produit/9980
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Sous Roche Dumay,Saint-Aubin premier cru Sous Roche Dumay rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 26,http://www.inao.gouv.fr/produit/9979
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Sous Roche Dumay,Saint-Aubin premier cru Sous Roche Dumay blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 26,http://www.inao.gouv.fr/produit/9978
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru,Saint-Aubin premier cru rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427,http://www.inao.gouv.fr/produit/9977
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Pitangeret,Saint-Aubin premier cru Pitangeret rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 25,http://www.inao.gouv.fr/produit/9976
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Pitangeret,Saint-Aubin premier cru Pitangeret blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 25,http://www.inao.gouv.fr/produit/9975
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Marinot,Saint-Aubin premier cru Marinot rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 24,http://www.inao.gouv.fr/produit/9974
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Marinot,Saint-Aubin premier cru Marinot blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 24,http://www.inao.gouv.fr/produit/9973
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Travers de Marinot,Saint-Aubin premier cru Les Travers de Marinot rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 23,http://www.inao.gouv.fr/produit/9972
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Travers de Marinot,Saint-Aubin premier cru Les Travers de Marinot blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 23,http://www.inao.gouv.fr/produit/9971
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Perrières,Saint-Aubin premier cru Les Perrières rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 22,http://www.inao.gouv.fr/produit/9970
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Perrières,Saint-Aubin premier cru Les Perrières blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 22,http://www.inao.gouv.fr/produit/9969
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Murgers des dents de chien,Saint-Aubin premier cru Les Murgers des dents de chien rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 21,http://www.inao.gouv.fr/produit/9968
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Murgers des dents de chien,Saint-Aubin premier cru Les Murgers des dents de chien blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 21,http://www.inao.gouv.fr/produit/9967
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Frionnes,Saint-Aubin premier cru Les Frionnes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 20,http://www.inao.gouv.fr/produit/9966
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Frionnes,Saint-Aubin premier cru Les Frionnes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 20,http://www.inao.gouv.fr/produit/9965
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Cortons,Saint-Aubin premier cru Les Cortons rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 19,http://www.inao.gouv.fr/produit/9964
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Cortons,Saint-Aubin premier cru Les Cortons blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 19,http://www.inao.gouv.fr/produit/9961
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Combes,Saint-Aubin premier cru Les Combes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 17,http://www.inao.gouv.fr/produit/9960
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Combes,Saint-Aubin premier cru Les Combes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 17,http://www.inao.gouv.fr/produit/9959
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Combes au Sud,Saint-Aubin premier cru Les Combes au Sud rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 18,http://www.inao.gouv.fr/produit/9958
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Combes au Sud,Saint-Aubin premier cru Les Combes au Sud blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 18,http://www.inao.gouv.fr/produit/9957
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Champlots,Saint-Aubin premier cru Les Champlots rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 16,http://www.inao.gouv.fr/produit/9956
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Champlots,Saint-Aubin premier cru Les Champlots blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 16,http://www.inao.gouv.fr/produit/9955
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Castets,Saint-Aubin premier cru Les Castets rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 15,http://www.inao.gouv.fr/produit/9954
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Les Castets,Saint-Aubin premier cru Les Castets blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 15,http://www.inao.gouv.fr/produit/9953
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Le Puits,Saint-Aubin premier cru Le Puits rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 14,http://www.inao.gouv.fr/produit/9952
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Le Puits,Saint-Aubin premier cru Le Puits blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 14,http://www.inao.gouv.fr/produit/9951
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Le Charmois,Saint-Aubin premier cru Le Charmois rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 13,http://www.inao.gouv.fr/produit/9950
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Le Charmois,Saint-Aubin premier cru Le Charmois blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 13,http://www.inao.gouv.fr/produit/9949
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Le Bas de Gamay à l'Est,Saint-Aubin premier cru Le Bas de Gamay à l'Est rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 12,http://www.inao.gouv.fr/produit/9948
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Le Bas de Gamay à l'Est,Saint-Aubin premier cru Le Bas de Gamay à l'Est blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 12,http://www.inao.gouv.fr/produit/9947
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru La Chatenière,Saint-Aubin premier cru La Chatenière rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 11,http://www.inao.gouv.fr/produit/9946
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru La Chatenière,Saint-Aubin premier cru La Chatenière blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 11,http://www.inao.gouv.fr/produit/9945
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Es Champs,Saint-Aubin premier cru Es Champs rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 10,http://www.inao.gouv.fr/produit/9944
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Es Champs,Saint-Aubin premier cru Es Champs blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 10,http://www.inao.gouv.fr/produit/9943
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En Vollon à l'Est,Saint-Aubin premier cru En Vollon à l'Est rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 08,http://www.inao.gouv.fr/produit/9942
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En Vollon à l'Est,Saint-Aubin premier cru En Vollon à l'Est blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 08,http://www.inao.gouv.fr/produit/9941
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En Remilly,Saint-Aubin premier cru En Remilly rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 07,http://www.inao.gouv.fr/produit/9940
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En Remilly,Saint-Aubin premier cru En Remilly blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 07,http://www.inao.gouv.fr/produit/9939
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En Montceau,Saint-Aubin premier cru En Montceau rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 06,http://www.inao.gouv.fr/produit/9938
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En Montceau,Saint-Aubin premier cru En Montceau blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 06,http://www.inao.gouv.fr/produit/9937
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En la Ranché,Saint-Aubin premier cru En la Ranché rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 09,http://www.inao.gouv.fr/produit/9936
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En la Ranché,Saint-Aubin premier cru En la Ranché blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 09,http://www.inao.gouv.fr/produit/9935
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En Créot,Saint-Aubin premier cru En Créot rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 05,http://www.inao.gouv.fr/produit/9934
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru En Créot,Saint-Aubin premier cru En Créot blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 05,http://www.inao.gouv.fr/produit/9933
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Echaille,Saint-Aubin premier cru Echaille rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 04,http://www.inao.gouv.fr/produit/9932
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Echaille,Saint-Aubin premier cru Echaille blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 04,http://www.inao.gouv.fr/produit/9931
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Derrière la Tour,Saint-Aubin premier cru Derrière la Tour rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 03,http://www.inao.gouv.fr/produit/9930
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Derrière la Tour,Saint-Aubin premier cru Derrière la Tour blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 03,http://www.inao.gouv.fr/produit/9929
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Derrière Chez Edouard,Saint-Aubin premier cru Derrière Chez Edouard rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 02,http://www.inao.gouv.fr/produit/9928
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Derrière Chez Edouard,Saint-Aubin premier cru Derrière Chez Edouard blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 02,http://www.inao.gouv.fr/produit/9927
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru,Saint-Aubin premier cru blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427,http://www.inao.gouv.fr/produit/9926
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Bas de Vermarain à l'Est,Saint-Aubin premier cru Bas de Vermarain à l'Est rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R427 01,http://www.inao.gouv.fr/produit/9925
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Saint-Aubin,Saint-Aubin premier cru Bas de Vermarain à l'Est,Saint-Aubin premier cru Bas de Vermarain à l'Est blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B427 01,http://www.inao.gouv.fr/produit/9924
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges,Nuits-Saint-Georges rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R406,http://www.inao.gouv.fr/produit/9923
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Rue de Chaux,Nuits-Saint-Georges premier cru Rue de Chaux rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 41,http://www.inao.gouv.fr/produit/9922
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Rue de Chaux,Nuits-Saint-Georges premier cru Rue de Chaux blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 41,http://www.inao.gouv.fr/produit/9921
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru,Nuits-Saint-Georges premier cru rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407,http://www.inao.gouv.fr/produit/9920
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Roncière,Nuits-Saint-Georges premier cru Roncière rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 40,http://www.inao.gouv.fr/produit/9919
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Roncière,Nuits-Saint-Georges premier cru Roncière blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 40,http://www.inao.gouv.fr/produit/9918
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Vaucrains,Nuits-Saint-Georges premier cru Les Vaucrains rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 39,http://www.inao.gouv.fr/produit/9917
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Vaucrains,Nuits-Saint-Georges premier cru Les Vaucrains blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 39,http://www.inao.gouv.fr/produit/9916
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Vallerots,Nuits-Saint-Georges premier cru Les Vallerots rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 38,http://www.inao.gouv.fr/produit/9915
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Vallerots,Nuits-Saint-Georges premier cru Les Vallerots blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 38,http://www.inao.gouv.fr/produit/9914
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Terres Blanches,Nuits-Saint-Georges premier cru Les Terres Blanches rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 37,http://www.inao.gouv.fr/produit/9913
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Terres Blanches,Nuits-Saint-Georges premier cru Les Terres Blanches blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 37,http://www.inao.gouv.fr/produit/9912
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Saints-Georges,Nuits-Saint-Georges premier cru Les Saints-Georges rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 36,http://www.inao.gouv.fr/produit/9911
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Saints-Georges,Nuits-Saint-Georges premier cru Les Saints-Georges blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 36,http://www.inao.gouv.fr/produit/9910
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Pruliers,Nuits-Saint-Georges premier cru Les Pruliers rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 35,http://www.inao.gouv.fr/produit/9909
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Pruliers,Nuits-Saint-Georges premier cru Les Pruliers blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 35,http://www.inao.gouv.fr/produit/9908
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Procès,Nuits-Saint-Georges premier cru Les Procès rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 34,http://www.inao.gouv.fr/produit/9907
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Procès,Nuits-Saint-Georges premier cru Les Procès blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 34,http://www.inao.gouv.fr/produit/9906
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Poulettes,Nuits-Saint-Georges premier cru Les Poulettes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 33,http://www.inao.gouv.fr/produit/9905
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Poulettes,Nuits-Saint-Georges premier cru Les Poulettes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 33,http://www.inao.gouv.fr/produit/9904
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Porrets-Saint-Georges,Nuits-Saint-Georges premier cru Les Porrets-Saint-Georges rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 32,http://www.inao.gouv.fr/produit/9903
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Porrets-Saint-Georges,Nuits-Saint-Georges premier cru Les Porrets-Saint-Georges blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B407 32,http://www.inao.gouv.fr/produit/9902
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Nuits-Saint-Georges,Nuits-Saint-Georges premier cru Les Perrières,Nuits-Saint-Georges premier cru Les Perrières rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R407 31,http://www.inao.gouv.fr/produit/9901
